4.015292746700000066e+02 3.680175822400000243e+02
2.992723617600000239e+02 3.695442248400000267e+02
4.609459230200000093e+02 4.070560142900000073e+02
5.746125546399999848e+02 4.384612333599999943e+02
6.861264091399999643e+02 4.720473704300000009e+02
2.361859135699999968e+02 4.113901606599999923e+02
7.327196976000000461e+01 4.774553195000000017e+01
2.451058694099999968e+02 2.910183565999999900e+01
4.164628787099999840e+02 1.404699771800000008e+02
5.706092367600000443e+02 1.622709956200000079e+02
7.341384660100000019e+02 1.154998255400000033e+02
9.804929654200000186e+02 3.218135069000000215e+01
1.017410553489999984e+03 2.554801160300000049e+02
7.656033211899999742e+02 3.259090635800000086e+02
8.498781889000000547e+02 7.813773844300000064e+02
8.871581334899999547e+02 8.796921672400000034e+02
8.933714575899999772e+02 8.638059370900000431e+02
1.011424615460000041e+03 7.960646538099999816e+02
6.492765822899999648e+02 7.412121987699999863e+02
5.485507912100000567e+02 7.526315429799999492e+02
5.093161183999999935e+02 9.599302743199999668e+02
3.825579446799999914e+02 9.648222797800000308e+02
2.920163920300000200e+02 8.504716521699999703e+02
3.071066508100000192e+02 8.724856767300000229e+02
9.463580724999999916e+01 8.786006835599999931e+02
4.803428215499999965e+02 5.636778321199999482e+02
4.403700786800000060e+02 7.799184532299999546e+02
4.473003486499999894e+02 2.897526394000000209e+02
